Make,Model,Vehicle Class,Engine Size(L),Cylinders,Transmission,Fuel Type,Fuel Consumption City (L/100 km),Fuel Consumption Hwy (L/100 km),Fuel Consumption Comb (L/100 km),Fuel Consumption Comb (mpg),CO2 Emissions(g/km)
Rolls-Royce,Ghost,Full-size,6.7,12,AS8,Z,19.9,12.7,16.7,17,387
Rolls-Royce,Ghost EWB,Full-size,6.7,12,AS8,Z,19.9,12.7,16.7,17,387
Rolls-Royce,Ghost Black Badge,Full-size,6.7,12,AS8,Z,19.9,12.7,16.7,17,387
Rolls-Royce,Phantom,Full-size,6.7,12,AS8,Z,20,11.8,16.3,17,382
Rolls-Royce,Phantom EWB,Full-size,6.7,12,AS8,Z,20,11.8,16.3,17,382
Subaru,Ascent AWD,SUV: Standard,2.4,4,AV8,X,11.7,9,10.5,27,245
Subaru,BRZ,Minicompact,2.4,4,AS6,Z,11,7.7,9.5,30,224
Subaru,BRZ,Minicompact,2.4,4,M6,Z,12,8.8,10.5,27,247
Subaru,Crosstrek AWD,SUV: Small,2,4,AV8,X,8.5,7,7.9,36,184
Subaru,Crosstrek AWD,SUV: Small,2,4,M6,X,10.5,8.1,9.4,30,220
Subaru,Crosstrek AWD,SUV: Small,2.5,4,AV8,X,8.8,7,8,35,188
Subaru,Forester AWD,SUV: Small,2.5,4,AV7,X,9,7.2,8.2,34,192
Subaru,Forester Wilderness AWD,SUV: Small,2.5,4,AV8,X,9.5,8.3,9,31,210
Subaru,Impreza 4-Door AWD,Mid-size,2,4,AV7,X,8.3,6.4,7.4,38,174
Subaru,Impreza 4-Door AWD,Mid-size,2,4,M5,X,10.1,7.5,9,31,209
Subaru,Impreza 5-Door AWD,Station wagon: Small,2,4,AV7,X,8.4,6.6,7.6,37,178
Subaru,Impreza 5-Door AWD,Station wagon: Small,2,4,M5,X,10.1,7.7,9,31,211
Subaru,Legacy AWD,Full-size,2.4,4,AV8,X,9.9,7.3,8.7,32,205
Subaru,Legacy AWD,Full-size,2.5,4,AV8,X,8.8,6.7,7.8,36,184
Subaru,Outback AWD,SUV: Small,2.4,4,AV8,X,10.1,7.9,9.1,31,213
Subaru,Outback AWD,SUV: Small,2.5,4,AV8,X,9,7.1,8.2,34,192
Subaru,Outback Wilderness AWD,SUV: Small,2.4,4,AV8,X,10.9,8.9,10,28,235
Subaru,WRX AWD,Mid-size,2.4,4,AV8,Z,12.7,9.4,11.2,25,262
Subaru,WRX AWD,Mid-size,2.4,4,M6,Z,12.3,9,10.8,26,254
Toyota,4Runner 4WD,SUV: Standard,4,6,AS5,X,14.9,12.6,13.8,20,323
Toyota,4Runner 4WD (Part-Time 4WD) ,SUV: Standard,4,6,AS5,X,14.8,12.5,13.8,20,321
Toyota,C-HR,Compact,2,4,AS7,X,8.7,7.5,8.2,34,189
Toyota,Camry LE/SE,Mid-size,2.5,4,AS8,X,8.5,6.1,7.4,38,174
Toyota,Camry XSE,Mid-size,2.5,4,AS8,X,8.6,6.3,7.6,37,178
Toyota,Camry XSE V6,Mid-size,3.5,6,AS8,X,10.7,7.4,9.2,31,215
Toyota,Camry TRD,Mid-size,3.5,6,AS8,X,10.8,7.6,9.4,30,220
Toyota,Camry AWD SE,Mid-size,2.5,4,AS8,X,9.4,6.8,8.2,34,192
Toyota,Camry AWD XSE,Mid-size,2.5,4,AS8,X,9.5,7,8.4,34,195
Toyota,Camry Hybrid LE,Mid-size,2.5,4,AV,X,4.9,4.8,4.9,58,113
Toyota,Camry Hybrid SE/XLE/XSE,Mid-size,2.5,4,AV,X,5.3,5,5.1,55,121
Toyota,Corolla,Compact,1.8,4,AV,X,7.9,6.2,7.1,40,166
Toyota,Corolla XLE,Compact,1.8,4,AV,X,8.1,6.3,7.3,39,170
Toyota,Corolla,Compact,1.8,4,M6,X,8,6,7.1,40,165
Toyota,Corolla,Compact,2,4,AV10,X,7.6,5.9,6.8,42,159
Toyota,Corolla XSE,Compact,2,4,AV10,X,7.7,6.1,7,40,164
Toyota,Corolla,Compact,2,4,M6,X,8.2,6.5,7.4,38,172
Toyota,Corolla Apex Edition,Compact,2,4,AV10,X,7.7,6.2,7,40,164
Toyota,Corolla Hatchback,Compact,2,4,AV10,X,7.5,5.9,6.8,42,159
Toyota,Corolla Hatchback,Compact,2,4,M6,X,8.4,6.7,7.6,37,179
Toyota,Corolla Hybrid,Compact,1.8,4,AV,X,4.4,4.5,4.5,63,106
Toyota,Corolla Cross,SUV: Small,2,4,AV10,X,7.6,7,7.3,39,171
Toyota,Corolla Cross AWD,SUV: Small,2,4,AV10,X,8.1,7.4,7.8,36,182
Toyota,GR86,Minicompact,2.4,4,AS6,Z,11.1,7.7,9.6,29,224
Toyota,GR86,Minicompact,2.4,4,M6,Z,11.9,8.7,10.5,27,246
Toyota,GR Supra 2.0,Two-seater,2,4,AS8,Z,9.3,7.2,8.4,34,195
Toyota,GR Supra 3.0,Two-seater,3,6,AS8,Z,10.6,8,9.4,30,218
Toyota,Highlander AWD,SUV: Small,3.5,6,AS8,X,11.8,8.6,10.3,27,241
Toyota,Highlander Hybrid AWD,SUV: Standard,2.5,4,AV,X,6.7,6.8,6.7,42,158
Toyota,Highlander Hybrid AWD Limited/Platinum,SUV: Standard,2.5,4,AV,X,6.6,6.8,6.7,42,156
Toyota,Prius,Mid-size,1.8,4,AV,X,4.4,4.7,4.5,63,106
Toyota,Prius AWD,Mid-size,1.8,4,AV,X,4.6,5,4.8,59,111
Toyota,RAV4,SUV: Small,2.5,4,AS8,X,8.8,6.8,7.9,36,184
Toyota,RAV4 (Stop/Start),SUV: Small,2.5,4,AS8,X,8.5,6.8,7.7,37,180
Toyota,RAV4 AWD,SUV: Small,2.5,4,AS8,X,9.5,7.1,8.4,34,198
Toyota,RAV4 AWD (Stop/Start),SUV: Small,2.5,4,AS8,X,8.8,7.1,8,35,187
Toyota,RAV4 AWD LE,SUV: Small,2.5,4,AS8,X,8.7,6.9,7.9,36,184
Toyota,RAV4 AWD TRD Off-Road,SUV: Small,2.5,4,AS8,X,9.5,7.4,8.5,33,200
Toyota,RAV4 Hybrid AWD,SUV: Small,2.5,4,AV,X,5.8,6.3,6,47,140
Toyota,Sequoia 4WD,SUV: Standard,5.7,8,AS6,X,18.5,13.9,16.4,17,385
Toyota,Sienna,Minivan,2.5,4,AV,X,6.6,6.5,6.6,43,154
Toyota,Sienna AWD,Minivan,2.5,4,AV,X,6.8,6.6,6.7,42,158
Toyota,Tacoma 4WD,Pickup truck: Small,3.5,6,AS6,X,13,10.5,11.8,24,278
Toyota,Tacoma 4WD,Pickup truck: Small,3.5,6,M6,X,13.8,11.4,12.7,22,299
Toyota,Tacoma 4WD D-Cab TRD Off-Road/PRO,Pickup truck: Small,3.5,6,M6,X,13.8,11.7,12.9,22,300
Toyota,Tundra,Pickup truck: Standard,3.4,6,AS10,X,13.1,10.1,11.8,24,277
Toyota,Tundra 4WD,Pickup truck: Standard,3.4,6,AS10,X,13.7,10.8,12.4,23,291
Toyota,Tundra 4WD TRD,Pickup truck: Standard,3.4,6,AS10,X,13.5,10.6,12.2,23,286
Toyota,Tundra Hybrid 4WD,Pickup truck: Standard,3.4,6,AS10,X,12.7,10.5,11.7,24,274
Toyota,Tundra Hybrid 4WD TRD PRO,Pickup truck: Standard,3.4,6,AS10,X,12.9,11.6,12.3,23,287
Toyota,Venza AWD,SUV: Small,2.5,4,AV,X,5.9,6.4,6.1,46,142
Volkswagen,Atlas 4MOTION,SUV: Small,2,4,AS8,X,11.5,9.5,10.6,27,249
Volkswagen,Atlas 4MOTION,SUV: Small,3.6,6,AS8,X,13.8,10.2,12.2,23,286
Volkswagen,Atlas Cross Sport 4MOTION,SUV: Small,2,4,AS8,X,11.6,9.7,10.7,26,252
Volkswagen,Atlas Cross Sport 4MOTION,SUV: Small,3.6,6,AS8,X,13.1,10,11.7,24,275
Volkswagen,Golf GTI,Mid-size,2,4,AM7,X,9.3,7,8.3,34,194
Volkswagen,Golf GTI,Mid-size,2,4,M6,X,9.8,6.9,8.5,33,198
Volkswagen,Golf R,Mid-size,2,4,AM7,Z,10.3,7.7,9.1,31,213
Volkswagen,Golf R,Mid-size,2,4,M6,Z,11.8,8.3,10.2,28,237
Volkswagen,Jetta,Compact,1.5,4,AS8,X,7.7,5.7,6.8,42,159
Volkswagen,Jetta,Compact,1.5,4,M6,X,8,5.5,6.9,41,161
Volkswagen,Jetta GLI,Compact,2,4,AM7,X,9,6.5,7.9,36,185
Volkswagen,Jetta GLI,Compact,2,4,M6,X,9.1,6.4,7.9,36,186
Volkswagen,Passat,Mid-size,2,4,AS6,X,9.7,6.6,8.3,34,196
Volkswagen,Taos,SUV: Small,1.5,4,A8,X,8.4,6.6,7.6,37,178
Volkswagen,Taos 4MOTION,SUV: Small,1.5,4,A7,X,9.5,7.4,8.5,33,200
Volkswagen,Tiguan 4MOTION,SUV: Small,2,4,AS8,X,10.6,8,9.4,30,222
Volkswagen,Tiguan R-Line 4MOTION,SUV: Small,2,4,AS8,X,11,8.3,9.8,29,229
Volvo,S60 B5,Compact,2,4,AS8,Z,9,6.7,8,35,186
Volvo,S60 B5 AWD,Compact,2,4,AS8,Z,9.4,6.9,8.3,34,193
Volvo,S90 B6 AWD,Mid-size,2,4,AS8,Z,10.4,7.5,9.1,31,212
Volvo,V60 T6 AWD,Station wagon: Small,2,4,AS8,Z,11.3,7.5,9.6,29,224
Volvo,V60 CC T5 AWD,Station wagon: Small,2,4,AS8,Z,10.9,7.7,9.5,30,221
Volvo,V90 CC B6 AWD,Station wagon: Mid-size,2,4,AS8,Z,10.6,8.1,9.5,30,222
Volvo,XC40 T4 AWD,SUV: Small,2,4,AS8,X,10.7,7.6,9.3,30,217
Volvo,XC40 T5 AWD,SUV: Small,2,4,AS8,Z,10.7,7.7,9.4,30,219
Volvo,XC60 B5 AWD,SUV: Small,2,4,AS8,Z,10.5,8.1,9.4,30,219
Volvo,XC60 B6 AWD,SUV: Small,2,4,AS8,Z,11,8.7,9.9,29,232
Volvo,XC90 T5 AWD,SUV: Standard,2,4,AS8,Z,11.5,8.4,10.1,28,236
Volvo,XC90 T6 AWD,SUV: Standard,2,4,AS8,Z,12.4,8.9,10.8,26,252
Acura,Integra,Full-size,1.5,4,AV7,Z,7.9,6.3,7.2,39,167
Acura,Integra A-SPEC,Full-size,1.5,4,AV7,Z,8.1,6.5,7.4,38,172
Acura,Integra A-SPEC,Full-size,1.5,4,M6,Z,8.9,6.5,7.8,36,181
Acura,MDX SH-AWD,SUV: Small,3.5,6,AS10,Z,12.6,9.4,11.2,25,263
Acura,MDX SH-AWD Type S,SUV: Standard,3,6,AS10,Z,13.8,11.2,12.4,23,291
Acura,RDX SH-AWD,SUV: Small,2,4,AS10,Z,11,8.6,9.9,29,232
Acura,RDX SH-AWD A-SPEC,SUV: Small,2,4,AS10,Z,11.3,9.1,10.3,27,242
Acura,TLX SH-AWD,Compact,2,4,AS10,Z,11.2,8,9.8,29,230
Acura,TLX SH-AWD A-SPEC,Compact,2,4,AS10,Z,11.3,8.1,9.8,29,231
Acura,TLX Type S,Compact,3,6,AS10,Z,12.3,9.4,11,26,256
Alfa Romeo,Giulia,Mid-size,2,4,A8,Z,10,7.2,8.7,32,205
Alfa Romeo,Giulia AWD,Mid-size,2,4,A8,Z,10.5,7.7,9.2,31,217
Alfa Romeo,Giulia Quadrifoglio,Mid-size,2.9,6,A8,Z,13.5,9.3,11.6,24,271
Alfa Romeo,Stelvio,SUV: Small,2,4,A8,Z,10.3,8.1,9.3,30,218
Alfa Romeo,Stelvio AWD,SUV: Small,2,4,A8,Z,10.8,8.3,9.6,29,226
Alfa Romeo,Stelvio AWD Quadrifoglio,SUV: Small,2.9,6,A8,Z,13.9,10.3,12.3,23,288
Alfa Romeo,Tonale AWD,SUV: Small,2,4,A9,X,11.2,8.2,9.8,29,231
Aston Martin,DB11 V8,Minicompact,4,8,A8,Z,13,9.8,11.5,25,271
Aston Martin,DB11 V12,Minicompact,5.2,12,A8,Z,16.4,10.7,13.8,20,324
Aston Martin,DBS V12,Minicompact,5.2,12,A8,Z,16.4,10.7,13.8,20,324
Aston Martin,DBX V8,SUV: Standard,4,8,A9,Z,16.8,11.9,14.6,19,343
Aston Martin,DBX707,SUV: Standard,4,8,A9,Z,15.7,12,14,20,329
Aston Martin,Vantage V8,Two-seater,4,8,A8,Z,13.1,9.6,11.5,25,270
Aston Martin,V12 Vantage,Two-seater,5.2,12,A8,Z,17.2,10.8,14.3,20,337
Audi,A3 40 TFSI quattro,Subcompact,2,4,AM7,X,8.7,6.8,7.9,36,183
Audi,A4 Sedan 45 TFSI quattro,Compact,2,4,AM7,Z,9.7,7.4,8.7,32,203
Audi,A4 allroad 45 TFSI quattro,Station wagon: Small,2,4,AM7,Z,10.1,7.9,9.1,31,214
Audi,A5 Cabriolet 45 TFSI quattro,Subcompact,2,4,AM7,Z,9.9,7.6,8.9,32,208
Audi,A5 Coupe 45 TFSI quattro,Subcompact,2,4,AM7,Z,9.7,7.4,8.7,32,203
Audi,A5 Sportback 45 TFSI quattro,Mid-size,2,4,AM7,Z,9.7,7.4,8.7,32,203
Audi,A6 45 TFSI quattro,Mid-size,2,4,AM7,Z,10,7.5,8.9,32,207
Audi,A6 55 TFSI quattro,Mid-size,3,6,AM7,Z,11.1,7.8,9.6,29,224
Audi,A6 allroad 55 TFSI quattro,Station wagon: Mid-size,3,6,AM7,Z,11.1,7.8,9.6,29,224
Audi,A7 Sportback 55 TFSI quattro,Mid-size,3,6,AM7,Z,11.1,7.8,9.6,29,224
Audi,A8 L Sedan 55 TFSI quattro,Full-size,3,6,AS8,Z,12.5,8.3,10.6,27,247
Audi,Q3 40 TFSI quattro,SUV: Small,2,4,AS8,X,10.9,8,9.6,29,224
Audi,Q3 45 TFSI quattro,SUV: Small,2,4,AS8,X,11.2,8.4,10,28,233
Audi,Q5 40 TFSI quattro,SUV: Small,2,4,AM7,Z,10.2,8.2,9.3,30,217
Audi,Q5 45 TFSI quattro,SUV: Small,2,4,AM7,Z,10.6,8.2,9.5,30,223
Audi,Q5 Sportback 45 TFSI quattro,SUV: Small,2,4,AM7,Z,10.6,8.2,9.5,30,223
Audi,Q7 45 TFSI quattro,SUV: Standard,2,4,AS8,Z,12.2,9.5,11,26,257
Audi,Q7 55 TFSI quattro,SUV: Standard,3,6,AS8,Z,12.9,10.9,12,24,281
Audi,Q8 55 TFSI quattro,SUV: Standard,3,6,AS8,Z,12.8,10.4,11.7,24,273
Audi,R8 Coupe Performance,Two-seater,5.2,10,AM7,Z,16.6,10.2,13.7,21,320
Audi,R8 Coupe Performance quattro,Two-seater,5.2,10,AM7,Z,17.7,12.8,15.5,18,361
Audi,R8 Spyder Performance,Two-seater,5.2,10,AM7,Z,16.6,10.2,13.7,21,320
Audi,R8 Spyder Performance quattro,Two-seater,5.2,10,AM7,Z,17.7,12.8,15.5,18,361
Audi,R8 GT Coupe,Two-seater,5.2,10,AM7,Z,16.2,11.2,14,20,328
Audi,RS 5 Coupe quattro,Subcompact,2.9,6,AS8,Z,13.2,9.2,11.4,25,266
Audi,RS 5 Sportback quattro,Mid-size,2.9,6,AS8,Z,13.2,9.3,11.5,25,267
Audi,RS 6 Avant quattro,Station wagon: Mid-size,4,8,AS8,Z,16.4,11.1,14.1,20,328
Audi,RS 7 Sportback quattro,Mid-size,4,8,AS8,Z,16.4,11.1,14.1,20,328
Audi,RS Q8 quattro,SUV: Standard,4,8,AS8,Z,17.5,11.9,15,19,349
Audi,S3 quattro,Subcompact,2,4,AM7,Z,10.2,7.3,8.9,32,207
Audi,S4 Sedan quattro,Compact,3,6,AS8,Z,11.1,8,9.7,29,226
Audi,S5 Cabriolet quattro,Subcompact,3,6,AS8,Z,11.3,8.4,10,28,233
Audi,S5 Coupe quattro,Subcompact,3,6,AS8,Z,11.1,8,9.7,29,226
Audi,S5 Sportback quattro,Mid-size,3,6,AS8,Z,11.1,8,9.7,29,226
Audi,S6 quattro,Mid-size,2.9,6,AS8,Z,12.3,9,10.8,26,254
Audi,S7 quattro,Mid-size,2.9,6,AS8,Z,12.3,9,10.8,26,254
Audi,S8 Sedan quattro,Full-size,4,8,AS8,Z,15.9,10.3,13.4,21,313
Audi,SQ5 quattro,SUV: Small,3,6,AS8,Z,12.5,9.7,11.2,25,262
Audi,SQ5 Sportback quattro,SUV: Small,3,6,AS8,Z,12.5,9.7,11.2,25,262
Audi,SQ7 quattro,SUV: Standard,4,8,AS8,Z,16.1,11.3,13.9,20,325
Audi,SQ8 quattro,SUV: Standard,4,8,AS8,Z,16.1,11.3,13.9,20,325
Audi,TT Coupe 45 TFSI quattro,Subcompact,2,4,AM7,X,10.5,8,9.4,30,221
Audi,TT Roadster 45 TFSI quattro,Two-seater,2,4,AM7,X,10.5,8,9.4,30,221
Audi,TTS Coupe quattro,Subcompact,2,4,AM7,Z,10,7.7,9,31,209
Bentley,Bentayga,SUV: Standard,4,8,AS8,Z,16.2,11.2,14,20,328
Bentley,Bentayga EWB,SUV: Standard,4,8,AS8,Z,16.2,11.2,14,20,328
Bentley,Bentayga Speed,SUV: Standard,6,12,AS8,Z,19.3,12.7,16.3,17,383
Bentley,Continental GT,Subcompact,4,8,AM8,Z,15.3,10.4,13.1,22,307
Bentley,Continental GT Speed,Subcompact,6,12,AM8,Z,19.6,12,16.2,17,379
Bentley,Continental GTC,Minicompact,4,8,AM8,Z,15.8,10.5,13.4,21,315
Bentley,Continental GTC Speed,Minicompact,6,12,AM8,Z,20.3,12.9,17,17,395
Bentley,Flying Spur,Mid-size,4,8,AM8,Z,15.9,10.8,13.6,21,319
Bentley,Flying Spur Speed,Mid-size,6,12,AM8,Z,19.2,12.2,16,18,373
BMW,230i xDrive Coupe,Subcompact,2,4,AS8,Z,9.6,6.9,8.4,34,195
BMW,330i xDrive Sedan,Compact,2,4,AS8,Z,9.8,7,8.6,33,200
BMW,430i xDrive Cabriolet,Subcompact,2,4,AS8,Z,10.1,7.1,8.7,32,203
BMW,430i xDrive Coupe,Subcompact,2,4,AS8,Z,10.1,7.1,8.7,32,203
BMW,530i xDrive Sedan,Mid-size,2,4,AS8,Z,10.1,7.5,8.9,32,206
BMW,540i xDrive Sedan,Mid-size,3,6,AS8,Z,10.5,8.1,9.4,30,219
BMW,760i xDrive Sedan,Full-size,4.4,8,AS8,Z,13,9.1,11.3,25,261
BMW,ALPINA B8 Gran Coupe,Mid-size,4.4,8,AS8,Z,14.1,9.9,12.2,23,284
BMW,ALPINA XB7,SUV: Standard,4.4,8,AS8,Z,15.2,11.6,13.6,21,314
BMW,M2 Coupe,Subcompact,3,6,AS8,Z,14.6,10.3,12.7,22,294
BMW,M2 Coupe,Subcompact,3,6,M6,Z,14.3,10,12.4,23,287
BMW,M235i xDrive Gran Coupe,Compact,2,4,AS8,Z,9.8,7.2,8.6,33,202
BMW,M240i xDrive Coupe,Subcompact,3,6,AS8,Z,10.4,7.4,9,31,210
BMW,M3 Sedan,Compact,3,6,M6,Z,14.7,10.1,12.6,22,293
BMW,M3 Competition M xDrive Sedan,Compact,3,6,AS8,Z,14.6,10.5,12.7,22,296
BMW,M340i xDrive Sedan,Compact,3,6,AS8,Z,10.3,7.4,9,31,210
BMW,M4 Competition M xDrive Cabriolet,Subcompact,3,6,AS8,Z,15.1,10.4,12.9,22,301
BMW,M4 Coupe,Subcompact,3,6,M6,Z,14.7,10.1,12.6,22,293
BMW,M4 Competition M xDrive Coupe,Subcompact,3,6,AS8,Z,14.6,10.5,12.7,22,296
BMW,M4 CSL Coupe,Subcompact,3,6,AS8,Z,15,10.3,12.9,22,301
BMW,M440i xDrive Cabriolet,Subcompact,3,6,AS8,Z,10.6,7.7,9.3,30,216
BMW,M440i xDrive Coupe,Subcompact,3,6,AS8,Z,10.7,7.6,9.3,30,216
BMW,M5 Sedan,Mid-size,4.4,8,AS8,Z,16.1,11.1,13.8,20,324
BMW,M5 Competition Sedan,Mid-size,4.4,8,AS8,Z,16.1,11.1,13.8,20,324
BMW,M550i xDrive Sedan,Mid-size,4.4,8,AS8,Z,14,9.5,12,24,277
BMW,M8 Competition Cabriolet,Subcompact,4.4,8,AS8,Z,16.1,10.9,13.7,21,321
BMW,M8 Competition Coupe,Subcompact,4.4,8,AS8,Z,16.1,10.9,13.7,21,321
BMW,M8 Competition Gran Coupe,Mid-size,4.4,8,AS8,Z,16.1,10.9,13.7,21,321
BMW,M850i xDrive Cabriolet,Subcompact,4.4,8,AS8,Z,14.1,9.9,12.2,23,284
BMW,M850i xDrive Coupe,Subcompact,4.4,8,AS8,Z,14.1,9.9,12.2,23,284
BMW,M850i xDrive Gran Coupe,Mid-size,4.4,8,AS8,Z,14.1,9.9,12.2,23,284
BMW,X1 xDrive28i,SUV: Small,2,4,AM7,Z,9.6,7,8.4,34,195
BMW,X3 xDrive30i,SUV: Small,2,4,AS8,Z,11,8.4,9.9,29,229
BMW,X3 M,SUV: Small,3,6,AS8,Z,15.7,11.7,13.9,20,323
BMW,X3 M Competition,SUV: Small,3,6,AS8,Z,15.7,11.7,13.9,20,323
BMW,X3 M40i,SUV: Small,3,6,AS8,Z,10.9,9,10.1,28,235
BMW,X4 xDrive30i,SUV: Small,2,4,AS8,Z,11,8.4,9.9,29,229
BMW,X4 M,SUV: Small,3,6,AS8,Z,15.7,11.7,13.9,20,323
BMW,X4 M Competition,SUV: Small,3,6,AS8,Z,15.7,11.7,13.9,20,323
BMW,X4 M40i,SUV: Small,3,6,AS8,Z,10.9,9,10.1,28,235
BMW,X5 xDrive40i,SUV: Standard,3,6,AS8,Z,11.4,9.3,10.4,27,242
BMW,X5 M,SUV: Standard,4.4,8,AS8,Z,17.9,13,15.7,18,364
BMW,X5 M Competition,SUV: Standard,4.4,8,AS8,Z,17.9,13,15.7,18,364
BMW,X5 M50i,SUV: Standard,4.4,8,AS8,Z,14.7,10.9,13,22,302
BMW,X6 xDrive40i,SUV: Standard,3,6,AS8,Z,11.4,9.3,10.4,27,242
BMW,X6 M,SUV: Standard,4.4,8,AS8,Z,17.9,13,15.7,18,364
BMW,X6 M Competition,SUV: Standard,4.4,8,AS8,Z,17.9,13,15.7,18,364
BMW,X6 M50i,SUV: Standard,4.4,8,AS8,Z,14.7,10.9,13,22,302
BMW,X7 xDrive40i,SUV: Standard,3,6,AS8,Z,11.3,9.5,10.5,27,243
BMW,X7 M60i xDrive,SUV: Standard,4.4,8,AS8,Z,14.3,11.1,12.9,22,299
BMW,Z4 sDrive30i,Two-seater,2,4,AS8,Z,9.4,7.1,8.4,34,194
BMW,Z4 M40i,Two-seater,3,6,AS8,Z,10.4,7.5,9.1,31,210
Bugatti,Chiron,Two-seater,8,16,AM7,Z,26.8,16.6,22.2,13,522
Bugatti,Chiron Pur Sport,Two-seater,8,16,AM7,Z,30.3,20.9,26.1,11,608
Bugatti,Chiron Super Sport,Two-seater,8,16,AM7,Z,30.3,20.9,26.1,11,608
Buick,Enclave AWD,SUV: Standard,3.6,6,A9,X,13.6,9.6,11.8,24,277
Buick,Encore GX,SUV: Small,1.2,3,AV,X,8,7.6,7.8,36,184
Buick,Encore GX,SUV: Small,1.3,3,AV,X,8.2,7.4,7.9,36,185
Buick,Encore GX AWD,SUV: Small,1.3,3,A9,X,9,8.3,8.6,33,202
Buick,Envision,SUV: Small,2,4,AS9,X,10.2,7.5,9,31,211
Buick,Envision AWD,SUV: Small,2,4,AS9,X,10.5,8.2,9.5,30,222
Cadillac,CT4,Compact,2,4,AS8,Z,10.2,7,8.8,32,206
Cadillac,CT4,Compact,2.7,4,AS10,Z,11,7.6,9.5,30,221
Cadillac,CT4 AWD,Compact,2,4,AS8,Z,10.5,7.6,9.2,31,216
Cadillac,CT4 AWD,Compact,2.7,4,AS10,Z,11.3,8.1,9.9,29,231
Cadillac,CT4-V,Compact,2.7,4,AS10,Z,11.9,8.2,10.2,28,239
Cadillac,CT4-V AWD,Compact,2.7,4,AS10,Z,12,8.4,10.4,27,244
Cadillac,CT4-V Blackwing,Compact,3.6,6,AS10,Z,15,9.7,12.6,22,297
Cadillac,CT4-V Blackwing,Compact,3.6,6,M6,Z,15.2,10.2,13,22,303
Cadillac,CT5,Mid-size,2,4,AS10,Z,10.3,7.1,8.8,32,207
Cadillac,CT5,Mid-size,3,6,AS10,Z,12.4,8.7,10.7,26,252
Cadillac,CT5 AWD,Mid-size,2,4,AS10,Z,10.9,7.8,9.5,30,222
Cadillac,CT5 AWD,Mid-size,3,6,AS10,Z,13.1,9.1,11.3,25,265
Cadillac,CT5-V,Mid-size,3,6,AS10,Z,13.1,8.8,11.2,25,263
Cadillac,CT5-V AWD,Mid-size,3,6,AS10,Z,13.1,9.1,11.3,25,265
Cadillac,CT5-V Blackwing,Mid-size,6.2,8,AS10,Z,17.9,11,14.8,19,347
Cadillac,CT5-V Blackwing,Mid-size,6.2,8,M6,Z,18.4,11.4,15.2,19,368
Cadillac,Escalade 4WD,SUV: Standard,3,6,A10,D,11.7,9,10.5,27,281
Cadillac,Escalade 4WD,SUV: Standard,6.2,8,A10,Z,16.6,13.1,15,19,352
Cadillac,Escalade-V AWD,SUV: Standard,6.2,8,AS10,Z,21.6,14.9,18.6,15,436
Cadillac,XT4,SUV: Small,2,4,AS9,Z,10.2,7.8,9.1,31,214
Cadillac,XT4 AWD,SUV: Small,2,4,AS9,Z,10.9,8.2,9.7,29,228
Cadillac,XT5,SUV: Small,2,4,AS9,Z,10.9,8.2,9.7,29,228
Cadillac,XT5 AWD,SUV: Small,2,4,AS9,Z,11.2,8.7,10.1,28,237
Cadillac,XT5 AWD,SUV: Small,3.6,6,AS9,X,12.9,9.3,11.3,25,265
Cadillac,XT6 AWD,SUV: Small,2,4,AS9,Z,11.2,9,10.2,28,239
Cadillac,XT6 AWD,SUV: Small,3.6,6,AS9,X,13.1,9.5,11.5,25,269
Chevrolet,Blazer,SUV: Small,2,4,A9,X,10.6,8,9.4,30,227
Chevrolet,Blazer AWD,SUV: Small,2,4,A9,X,10.8,8.7,9.9,29,232
Chevrolet,Blazer AWD,SUV: Small,3.6,6,A9,X,12.6,9.2,11,26,259
Chevrolet,Camaro,Subcompact,2,4,AS8,Z,10.9,7.8,9.5,30,222
Chevrolet,Camaro,Subcompact,2,4,M6,Z,12.6,8.3,10.7,26,249
Chevrolet,Camaro,Subcompact,3.6,6,AS10,X,12.8,8.2,10.7,26,253
Chevrolet,Camaro,Subcompact,3.6,6,M6,X,14.4,9.1,12,24,281
Chevrolet,Camaro SS,Subcompact,6.2,8,AS10,Z,14.6,8.9,12,24,281
Chevrolet,Camaro SS,Subcompact,6.2,8,M6,Z,14.9,9.9,12.6,22,297
Chevrolet,Camaro ZL1,Subcompact,6.2,8,AS10,Z,18.3,11.2,15.1,19,355
Chevrolet,Camaro ZL1,Subcompact,6.2,8,M6,Z,17.2,12,14.9,19,349
Chevrolet,Colorado,Pickup truck: Small,2.7,4,A8,X,11.7,9.5,10.7,26,252
Chevrolet,Colorado (Turbo Plus),Pickup truck: Small,2.7,4,A8,X,13,10.3,11.8,24,277
Chevrolet,Colorado 4WD,Pickup truck: Small,2.7,4,A8,X,12.3,10.2,11.3,25,265
Chevrolet,Colorado 4WD (Turbo Plus),Pickup truck: Small,2.7,4,A8,X,13.5,11,12.4,23,290
Chevrolet,Colorado 4WD Mud Terrain Tire (Turbo Plus),Pickup truck: Small,2.7,4,A8,X,13.9,12.1,13.1,22,307
Chevrolet,Colorado ZR2 4WD,Pickup truck: Small,2.7,4,A8,X,14.3,14.3,14.3,20,335
Chevrolet,Corvette,Two-seater,6.2,8,AS8,Z,15,9.8,12.7,22,299
Chevrolet,Corvette Z06,Two-seater,5.5,8,AS8,Z,19.4,11.4,15.8,18,371
